"","PortID","PortName","allCntImpValyr","allCntImpYr","time","Year","State","PortNameTiCase","County_GEOID","CountyName"
"1548","3604","INTERNATIONAL FALLS-RANIER, MN",501473006,126474488,"2021-12","2021"," MN","International Falls","27071","Koochiching"
"1549","3701","MILWAUKEE, WI",22778816,21096913,"2021-12","2021"," WI","Milwaukee","55133","Waukesha"
"1550","3702","MARINETTE, WI",0,0,"2021-12","2021"," WI","Marinette","55075","Marinette"
"1551","3703","GREEN BAY, WI",173186,34265,"2021-12","2021"," WI","Green Bay","55009","Brown"
"1552","3707","SHEBOYGAN, WI",25813,3737,"2021-12","2021"," WI","Sheboygan","55117","Sheboygan"
"1553","3708","RACINE, WI",324306,46064,"2021-12","2021"," WI","Racine","55101","Racine"
"1554","3801","DETROIT, MI",157363781,94478646,"2021-12","2021"," MI","Detroit","26125","Oakland"
"1555","3802","PORT HURON, MI",130406496,44029529,"2021-12","2021"," MI","Port Huron","26147","St. Clair"
"1556","3803","SAULT STE MARIE, MI",0,0,"2021-12","2021"," MI","Sault Ste. Marie","26033","Chippewa"
"1557","3804","SAGINAW-BAY CITY, MI",111561,14046000,"2021-12","2021"," MI","Saginaw/Bay City","26145","Saginaw"
"1558","3806","GRAND RAPIDS, MI",0,0,"2021-12","2021"," MI","Grand Rapids","26081","Kent"
"1559","3808","ESCANABA, MI",44083,3763,"2021-12","2021"," MI","Escanaba","26041","Delta"
"1560","3809","MARQUETTE, MI",1205306,125665,"2021-12","2021"," MI","Marquette","26103","Marquette"
"1561","3843","ALPENA, MI",0,0,"2021-12","2021"," MI","Alpena","26007","Alpena"
"1562","3901","CHICAGO, IL",360505943,67536814,"2021-12","2021"," IL","Chicago","17043","DuPage"
"1563","3902","PEORIA, IL",1914350,191372,"2021-12","2021"," IL","Peoria","17143","Peoria"
"1564","3905","GARY, IN",0,0,"2021-12","2021"," IN","Gary","18127","Porter"
"1565","4101","CLEVELAND, OH",210471852,48798133,"2021-12","2021"," OH","Cleveland","39035","Cuyahoga"
"1566","4102","CINCINNATI-LAWRENCEBURG, OH",0,0,"2021-12","2021"," OH","Cincinnati","39061","Hamilton"
"1567","4103","COLUMBUS, OH",0,0,"2021-12","2021"," OH","Columbus","39045","Fairfield"
"1568","4104","DAYTON, OH",0,0,"2021-12","2021"," OH","Dayton","39113","Montgomery"
"1569","4105","TOLEDO-SANDUSKY, OH",63937860,35484854,"2021-12","2021"," OH","Toledo","39173","Wood"
"1570","4106","ERIE, PA",25661030,1454129,"2021-12","2021"," PA","Erie","42049","Erie"
"1571","4117","HURON, OH",2083716,140488,"2021-12","2021"," OH","Huron","39043","Erie"
"1572","4121","LORAIN, OH",1304995,60356,"2021-12","2021"," OH","Lorain","39093","Lorain"
"1573","5201","MIAMI, FL",17288394667,4515494278,"2021-12","2021"," FL","Miami","12086","Miami-Dade"
"1574","5202","KEY WEST, FL",760263,48105,"2021-12","2021"," FL","Key West","12087","Monroe"
"1575","5203","PORT EVERGLADES, FL",10174562848,3347768201,"2021-12","2021"," FL","Port Everglades","12011","Broward"
"1576","5204","WEST PALM BEACH, FL",346095910,164804584,"2021-12","2021"," FL","West Palm Beach","12099","Palm Beach"
"1577","5205","FORT PIERCE, FL",214560,7257476,"2021-12","2021"," FL","Fort Pierce","12111","St. Lucie"
"1578","5301","HOUSTON, TX",50106610938,15265098346,"2021-12","2021"," TX","Houston","48339","Montgomery"
"1579","5306","TEXAS CITY, TX",10654961,15897053,"2021-12","2021"," TX","Texas City","48071","Chambers"
"1580","5310","GALVESTON, TX",713840575,310402629,"2021-12","2021"," TX","Galveston","48167","Galveston"
"1581","5311","FREEPORT, TX",310864983,345593618,"2021-12","2021"," TX","Freeport","48039","Brazoria"
"1582","5312","CORPUS CHRISTI, TX",60837141,96165915,"2021-12","2021"," TX","Corpus Christi","48409","San Patricio"
"1583","5313","PORT LAVACA, TX",60925134,66246301,"2021-12","2021"," TX","Port Lavaca","48057","Calhoun"
"1584","5401","WASHINGTON, DC",30760146,4796841,"2021-12","2021"," DC","Washington","51013","Arlington"
"1585","5402","ALEXANDRIA, VA",0,0,"2021-12","2021"," VA","Alexandria","51059","Fairfax"
"1586","0000","TOTAL FOR ALL US COASTAL PORTS",583962743122,117825466201,NA,"2013","United States","Total for all US Coastal Ports","00000","National"
"1587","0000","TOTAL FOR ALL US COASTAL PORTS",609553703106,126740664069,NA,"2014","United States","Total for all US Coastal Ports","00000","National"
"1588","0000","TOTAL FOR ALL US COASTAL PORTS",611157911968,134733183239,NA,"2015","United States","Total for all US Coastal Ports","00000","National"
"1589","0000","TOTAL FOR ALL US COASTAL PORTS",604171753921,1.34926e+11,NA,"2016","United States","Total for all US Coastal Ports","00000","National"
"1590","0000","TOTAL FOR ALL US COASTAL PORTS",636923343314,141675082952,NA,"2017","United States","Total for all US Coastal Ports","00000","National"
"1591","0000","TOTAL FOR ALL US COASTAL PORTS",690034092285,147681909977,NA,"2018","United States","Total for all US Coastal Ports","00000","National"
"1592","0000","TOTAL FOR ALL US COASTAL PORTS",672455499528,145136138071,NA,"2019","United States","Total for all US Coastal Ports","00000","National"
"1593","0000","TOTAL FOR ALL US COASTAL PORTS",646254083285,145580192833,NA,"2020","United States","Total for all US Coastal Ports","00000","National"
"1594","0000","TOTAL FOR ALL US COASTAL PORTS",781043314746,172481426342,NA,"2021","United States","Total for all US Coastal Ports","00000","National"
"1595","0000","COUNTY TOTAL",3083242873,1423764531,NA,"2013"," AL","County Total","01003","Baldwin"
"1596","0000","COUNTY TOTAL",2837626583,998538874,NA,"2014"," AL","County Total","01003","Baldwin"
"1597","0000","COUNTY TOTAL",3512570972,1255796308,NA,"2015"," AL","County Total","01003","Baldwin"
"1598","0000","COUNTY TOTAL",3697759745,1285280023,NA,"2016"," AL","County Total","01003","Baldwin"
"1599","0000","COUNTY TOTAL",4130817786,1454020465,NA,"2017"," AL","County Total","01003","Baldwin"
"1600","0000","COUNTY TOTAL",4308605633,1216775116,NA,"2018"," AL","County Total","01003","Baldwin"
"1601","0000","COUNTY TOTAL",5875322147,1537230195,NA,"2019"," AL","County Total","01003","Baldwin"
"1602","0000","COUNTY TOTAL",6451579351,1787083707,NA,"2020"," AL","County Total","01003","Baldwin"
"1603","0000","COUNTY TOTAL",8217287959,1909061288,NA,"2021"," AL","County Total","01003","Baldwin"
"1604","0000","COUNTY TOTAL",0,0,NA,"2013"," AL","County Total","01073","Jefferson"
"1605","0000","COUNTY TOTAL",0,0,NA,"2014"," AL","County Total","01073","Jefferson"
"1606","0000","COUNTY TOTAL",0,0,NA,"2015"," AL","County Total","01073","Jefferson"
"1607","0000","COUNTY TOTAL",0,0,NA,"2016"," AL","County Total","01073","Jefferson"
"1608","0000","COUNTY TOTAL",0,0,NA,"2017"," AL","County Total","01073","Jefferson"
"1609","0000","COUNTY TOTAL",0,0,NA,"2018"," AL","County Total","01073","Jefferson"
"1610","0000","COUNTY TOTAL",0,0,NA,"2019"," AL","County Total","01073","Jefferson"
"1611","0000","COUNTY TOTAL",0,0,NA,"2020"," AL","County Total","01073","Jefferson"
"1612","0000","COUNTY TOTAL",0,0,NA,"2021"," AL","County Total","01073","Jefferson"
"1613","0000","COUNTY TOTAL",0,0,NA,"2013"," AL","County Total","01103","Morgan"
"1614","0000","COUNTY TOTAL",0,0,NA,"2014"," AL","County Total","01103","Morgan"
"1615","0000","COUNTY TOTAL",0,0,NA,"2015"," AL","County Total","01103","Morgan"
"1616","0000","COUNTY TOTAL",0,0,NA,"2016"," AL","County Total","01103","Morgan"
"1617","0000","COUNTY TOTAL",0,0,NA,"2017"," AL","County Total","01103","Morgan"
"1618","0000","COUNTY TOTAL",0,0,NA,"2018"," AL","County Total","01103","Morgan"
"1619","0000","COUNTY TOTAL",0,0,NA,"2019"," AL","County Total","01103","Morgan"
"1620","0000","COUNTY TOTAL",0,0,NA,"2020"," AL","County Total","01103","Morgan"
"1621","0000","COUNTY TOTAL",0,0,NA,"2021"," AL","County Total","01103","Morgan"
"1622","0000","COUNTY TOTAL",0,0,NA,"2013"," AK","County Total","02090","Fairbanks North Star"
"1623","0000","COUNTY TOTAL",0,0,NA,"2014"," AK","County Total","02090","Fairbanks North Star"
"1624","0000","COUNTY TOTAL",0,0,NA,"2015"," AK","County Total","02090","Fairbanks North Star"
"1625","0000","COUNTY TOTAL",0,0,NA,"2016"," AK","County Total","02090","Fairbanks North Star"
"1626","0000","COUNTY TOTAL",0,0,NA,"2017"," AK","County Total","02090","Fairbanks North Star"
"1627","0000","COUNTY TOTAL",0,0,NA,"2018"," AK","County Total","02090","Fairbanks North Star"
"1628","0000","COUNTY TOTAL",0,0,NA,"2019"," AK","County Total","02090","Fairbanks North Star"
"1629","0000","COUNTY TOTAL",0,0,NA,"2020"," AK","County Total","02090","Fairbanks North Star"
"1630","0000","COUNTY TOTAL",0,0,NA,"2021"," AK","County Total","02090","Fairbanks North Star"
"1631","0000","COUNTY TOTAL",344711,3902,NA,"2013"," AK","County Total","02105","Hoonah-Angoon"
"1632","0000","COUNTY TOTAL",171726,38751,NA,"2014"," AK","County Total","02105","Hoonah-Angoon"
"1633","0000","COUNTY TOTAL",0,0,NA,"2015"," AK","County Total","02105","Hoonah-Angoon"
"1634","0000","COUNTY TOTAL",35922,5927,NA,"2016"," AK","County Total","02105","Hoonah-Angoon"
"1635","0000","COUNTY TOTAL",6884,2,NA,"2017"," AK","County Total","02105","Hoonah-Angoon"
"1636","0000","COUNTY TOTAL",268455,41425,NA,"2018"," AK","County Total","02105","Hoonah-Angoon"
"1637","0000","COUNTY TOTAL",0,0,NA,"2019"," AK","County Total","02105","Hoonah-Angoon"
"1638","0000","COUNTY TOTAL",1090995,25874,NA,"2020"," AK","County Total","02105","Hoonah-Angoon"
"1639","0000","COUNTY TOTAL",0,0,NA,"2021"," AK","County Total","02105","Hoonah-Angoon"
"1640","0000","COUNTY TOTAL",0,0,NA,"2013"," AK","County Total","02130","Ketchikan Gateway"
"1641","0000","COUNTY TOTAL",0,0,NA,"2014"," AK","County Total","02130","Ketchikan Gateway"
"1642","0000","COUNTY TOTAL",17369,3346,NA,"2015"," AK","County Total","02130","Ketchikan Gateway"
"1643","0000","COUNTY TOTAL",1252131,256342,NA,"2016"," AK","County Total","02130","Ketchikan Gateway"
"1644","0000","COUNTY TOTAL",433939,99460,NA,"2017"," AK","County Total","02130","Ketchikan Gateway"
"1645","0000","COUNTY TOTAL",301135,131809,NA,"2018"," AK","County Total","02130","Ketchikan Gateway"
"1646","0000","COUNTY TOTAL",2329,14,NA,"2019"," AK","County Total","02130","Ketchikan Gateway"
"1647","0000","COUNTY TOTAL",510373,42846,NA,"2020"," AK","County Total","02130","Ketchikan Gateway"
"1648","0000","COUNTY TOTAL",3874550,1566880,NA,"2021"," AK","County Total","02130","Ketchikan Gateway"
"1649","0000","COUNTY TOTAL",35292958,36072583,NA,"2013"," AK","County Total","02170","Matanuska-Susitna"
"1650","0000","COUNTY TOTAL",38417075,42068107,NA,"2014"," AK","County Total","02170","Matanuska-Susitna"
"1651","0000","COUNTY TOTAL",50316004,44308076,NA,"2015"," AK","County Total","02170","Matanuska-Susitna"
"1652","0000","COUNTY TOTAL",44841647,45448691,NA,"2016"," AK","County Total","02170","Matanuska-Susitna"
"1653","0000","COUNTY TOTAL",35076577,42285856,NA,"2017"," AK","County Total","02170","Matanuska-Susitna"
"1654","0000","COUNTY TOTAL",25474957,46391004,NA,"2018"," AK","County Total","02170","Matanuska-Susitna"
"1655","0000","COUNTY TOTAL",22277464,40866235,NA,"2019"," AK","County Total","02170","Matanuska-Susitna"
"1656","0000","COUNTY TOTAL",20340980,35557275,NA,"2020"," AK","County Total","02170","Matanuska-Susitna"
"1657","0000","COUNTY TOTAL",8076445,5279843,NA,"2021"," AK","County Total","02170","Matanuska-Susitna"
"1658","0000","COUNTY TOTAL",0,0,NA,"2013"," AK","County Total","02230","Skagway"
"1659","0000","COUNTY TOTAL",0,0,NA,"2014"," AK","County Total","02230","Skagway"
"1660","0000","COUNTY TOTAL",0,0,NA,"2015"," AK","County Total","02230","Skagway"
"1661","0000","COUNTY TOTAL",0,0,NA,"2016"," AK","County Total","02230","Skagway"
"1662","0000","COUNTY TOTAL",150852,7104,NA,"2017"," AK","County Total","02230","Skagway"
"1663","0000","COUNTY TOTAL",0,0,NA,"2018"," AK","County Total","02230","Skagway"
"1664","0000","COUNTY TOTAL",0,0,NA,"2019"," AK","County Total","02230","Skagway"
"1665","0000","COUNTY TOTAL",0,0,NA,"2020"," AK","County Total","02230","Skagway"
"1666","0000","COUNTY TOTAL",281893,24318,NA,"2021"," AK","County Total","02230","Skagway"
"1667","0000","COUNTY TOTAL",0,0,NA,"2013"," AK","County Total","02275","Wrangell"
"1668","0000","COUNTY TOTAL",0,0,NA,"2014"," AK","County Total","02275","Wrangell"
"1669","0000","COUNTY TOTAL",5622,915,NA,"2015"," AK","County Total","02275","Wrangell"
"1670","0000","COUNTY TOTAL",0,0,NA,"2016"," AK","County Total","02275","Wrangell"
"1671","0000","COUNTY TOTAL",6052,4497,NA,"2017"," AK","County Total","02275","Wrangell"
"1672","0000","COUNTY TOTAL",0,0,NA,"2018"," AK","County Total","02275","Wrangell"
"1673","0000","COUNTY TOTAL",176240,2399,NA,"2019"," AK","County Total","02275","Wrangell"
"1674","0000","COUNTY TOTAL",0,0,NA,"2020"," AK","County Total","02275","Wrangell"
"1675","0000","COUNTY TOTAL",0,0,NA,"2021"," AK","County Total","02275","Wrangell"
"1676","0000","COUNTY TOTAL",71630,11754,NA,"2013"," MS","County Total","05017","Chicot"
"1677","0000","COUNTY TOTAL",9469,3188,NA,"2014"," MS","County Total","05017","Chicot"
"1678","0000","COUNTY TOTAL",0,0,NA,"2015"," MS","County Total","05017","Chicot"
"1679","0000","COUNTY TOTAL",43079,45797,NA,"2016"," MS","County Total","05017","Chicot"
"1680","0000","COUNTY TOTAL",28040,25400,NA,"2017"," MS","County Total","05017","Chicot"
"1681","0000","COUNTY TOTAL",16730,5047,NA,"2018"," MS","County Total","05017","Chicot"
"1682","0000","COUNTY TOTAL",624374,123030,NA,"2019"," MS","County Total","05017","Chicot"
"1683","0000","COUNTY TOTAL",221431,36111,NA,"2020"," MS","County Total","05017","Chicot"
"1684","0000","COUNTY TOTAL",326127,25640,NA,"2021"," MS","County Total","05017","Chicot"
"1685","0000","COUNTY TOTAL",26102407882,6103391055,NA,"2013"," CA","County Total","06001","Alameda"
"1686","0000","COUNTY TOTAL",27621403591,6537489244,NA,"2014"," CA","County Total","06001","Alameda"
"1687","0000","COUNTY TOTAL",25789795380,6547655658,NA,"2015"," CA","County Total","06001","Alameda"
"1688","0000","COUNTY TOTAL",26147811886,6649333502,NA,"2016"," CA","County Total","06001","Alameda"
"1689","0000","COUNTY TOTAL",26357485310,6858240041,NA,"2017"," CA","County Total","06001","Alameda"
"1690","0000","COUNTY TOTAL",28155639582,7023016338,NA,"2018"," CA","County Total","06001","Alameda"
"1691","0000","COUNTY TOTAL",29085667558,7019033879,NA,"2019"," CA","County Total","06001","Alameda"
"1692","0000","COUNTY TOTAL",28279577753,7056600163,NA,"2020"," CA","County Total","06001","Alameda"
"1693","0000","COUNTY TOTAL",27695768493,7602480247,NA,"2021"," CA","County Total","06001","Alameda"
"1694","0000","COUNTY TOTAL",3576639,1162347,NA,"2013"," CA","County Total","06013","Contra Costa"
"1695","0000","COUNTY TOTAL",4873139,10159135,NA,"2014"," CA","County Total","06013","Contra Costa"
"1696","0000","COUNTY TOTAL",23372608,45931650,NA,"2015"," CA","County Total","06013","Contra Costa"
"1697","0000","COUNTY TOTAL",2022073,118460,NA,"2016"," CA","County Total","06013","Contra Costa"
"1698","0000","COUNTY TOTAL",1826046,346193,NA,"2017"," CA","County Total","06013","Contra Costa"
"1699","0000","COUNTY TOTAL",125311564,7839971,NA,"2018"," CA","County Total","06013","Contra Costa"
"1700","0000","COUNTY TOTAL",152427054,10114498,NA,"2019"," CA","County Total","06013","Contra Costa"
"1701","0000","COUNTY TOTAL",344321536,21921283,NA,"2020"," CA","County Total","06013","Contra Costa"
"1702","0000","COUNTY TOTAL",596137159,79754801,NA,"2021"," CA","County Total","06013","Contra Costa"
"1703","0000","COUNTY TOTAL",338937,63972,NA,"2013"," CA","County Total","06023","Humboldt"
"1704","0000","COUNTY TOTAL",1317957,140205,NA,"2014"," CA","County Total","06023","Humboldt"
"1705","0000","COUNTY TOTAL",1350319,54357,NA,"2015"," CA","County Total","06023","Humboldt"
"1706","0000","COUNTY TOTAL",1793680,72943,NA,"2016"," CA","County Total","06023","Humboldt"
"1707","0000","COUNTY TOTAL",824865,73355,NA,"2017"," CA","County Total","06023","Humboldt"
"1708","0000","COUNTY TOTAL",545032,108965,NA,"2018"," CA","County Total","06023","Humboldt"
"1709","0000","COUNTY TOTAL",3336531,322276,NA,"2019"," CA","County Total","06023","Humboldt"
"1710","0000","COUNTY TOTAL",19256,8451,NA,"2020"," CA","County Total","06023","Humboldt"
"1711","0000","COUNTY TOTAL",2219441,258985,NA,"2021"," CA","County Total","06023","Humboldt"
"1712","0000","COUNTY TOTAL",216366137735,34226275184,NA,"2013"," CA","County Total","06037","Los Angeles"
"1713","0000","COUNTY TOTAL",222370305176,36467118919,NA,"2014"," CA","County Total","06037","Los Angeles"
"1714","0000","COUNTY TOTAL",211494416366,36720954669,NA,"2015"," CA","County Total","06037","Los Angeles"
"1715","0000","COUNTY TOTAL",218044689760,37512970092,NA,"2016"," CA","County Total","06037","Los Angeles"
"1716","0000","COUNTY TOTAL",224901223859,38217547248,NA,"2017"," CA","County Total","06037","Los Angeles"
"1717","0000","COUNTY TOTAL",236602119218,39461931904,NA,"2018"," CA","County Total","06037","Los Angeles"
"1718","0000","COUNTY TOTAL",219743099736,36354229752,NA,"2019"," CA","County Total","06037","Los Angeles"
"1719","0000","COUNTY TOTAL",211290843082,36968541774,NA,"2020"," CA","County Total","06037","Los Angeles"
"1720","0000","COUNTY TOTAL",242304613204,42492802824,NA,"2021"," CA","County Total","06037","Los Angeles"
"1721","0000","COUNTY TOTAL",151825,15411,NA,"2013"," CA","County Total","06053","Monterey"
"1722","0000","COUNTY TOTAL",0,0,NA,"2014"," CA","County Total","06053","Monterey"
"1723","0000","COUNTY TOTAL",0,0,NA,"2015"," CA","County Total","06053","Monterey"
"1724","0000","COUNTY TOTAL",0,0,NA,"2016"," CA","County Total","06053","Monterey"
"1725","0000","COUNTY TOTAL",1005268,42041,NA,"2017"," CA","County Total","06053","Monterey"
"1726","0000","COUNTY TOTAL",0,0,NA,"2018"," CA","County Total","06053","Monterey"
"1727","0000","COUNTY TOTAL",403200,76800,NA,"2019"," CA","County Total","06053","Monterey"
"1728","0000","COUNTY TOTAL",6888,9225,NA,"2020"," CA","County Total","06053","Monterey"
"1729","0000","COUNTY TOTAL",50643,1,NA,"2021"," CA","County Total","06053","Monterey"
"1730","0000","COUNTY TOTAL",62234797660,9258136600,NA,"2013"," CA","County Total","06059","Orange"
"1731","0000","COUNTY TOTAL",59809081663,9826682627,NA,"2014"," CA","County Total","06059","Orange"
"1732","0000","COUNTY TOTAL",54224272172,9881394052,NA,"2015"," CA","County Total","06059","Orange"
"1733","0000","COUNTY TOTAL",51044094578,9344834334,NA,"2016"," CA","County Total","06059","Orange"
"1734","0000","COUNTY TOTAL",58532136755,10637325411,NA,"2017"," CA","County Total","06059","Orange"
"1735","0000","COUNTY TOTAL",65489298326,11427968903,NA,"2018"," CA","County Total","06059","Orange"
"1736","0000","COUNTY TOTAL",5.3617e+10,9742980378,NA,"2019"," CA","County Total","06059","Orange"
"1737","0000","COUNTY TOTAL",56599908185,10949919083,NA,"2020"," CA","County Total","06059","Orange"
"1738","0000","COUNTY TOTAL",65842066510,12736243656,NA,"2021"," CA","County Total","06059","Orange"
"1739","0000","COUNTY TOTAL",952897340,513014903,NA,"2013"," CA","County Total","06073","San Diego"
"1740","0000","COUNTY TOTAL",310967237,495979204,NA,"2014"," CA","County Total","06073","San Diego"
"1741","0000","COUNTY TOTAL",372522945,532492258,NA,"2015"," CA","County Total","06073","San Diego"
"1742","0000","COUNTY TOTAL",488349031,658982617,NA,"2016"," CA","County Total","06073","San Diego"
"1743","0000","COUNTY TOTAL",423382278,628482434,NA,"2017"," CA","County Total","06073","San Diego"
"1744","0000","COUNTY TOTAL",475753620,644925220,NA,"2018"," CA","County Total","06073","San Diego"
"1745","0000","COUNTY TOTAL",465693699,676360548,NA,"2019"," CA","County Total","06073","San Diego"
"1746","0000","COUNTY TOTAL",1139714180,727063297,NA,"2020"," CA","County Total","06073","San Diego"
"1747","0000","COUNTY TOTAL",2121472932,826446697,NA,"2021"," CA","County Total","06073","San Diego"
"1748","0000","COUNTY TOTAL",131243577,291646303,NA,"2013"," CA","County Total","06077","San Joaquin"
"1749","0000","COUNTY TOTAL",81387524,97142923,NA,"2014"," CA","County Total","06077","San Joaquin"
"1750","0000","COUNTY TOTAL",102570415,189403744,NA,"2015"," CA","County Total","06077","San Joaquin"
"1751","0000","COUNTY TOTAL",127338856,187228108,NA,"2016"," CA","County Total","06077","San Joaquin"
"1752","0000","COUNTY TOTAL",58043512,87521962,NA,"2017"," CA","County Total","06077","San Joaquin"
"1753","0000","COUNTY TOTAL",57274338,123360336,NA,"2018"," CA","County Total","06077","San Joaquin"
"1754","0000","COUNTY TOTAL",27760535,52906020,NA,"2019"," CA","County Total","06077","San Joaquin"
"1755","0000","COUNTY TOTAL",29149287,46847613,NA,"2020"," CA","County Total","06077","San Joaquin"
"1756","0000","COUNTY TOTAL",109438825,142228291,NA,"2021"," CA","County Total","06077","San Joaquin"
"1757","0000","COUNTY TOTAL",114881,24093,NA,"2013"," CA","County Total","06079","San Luis Obispo"
"1758","0000","COUNTY TOTAL",44146,3141,NA,"2014"," CA","County Total","06079","San Luis Obispo"
"1759","0000","COUNTY TOTAL",172376,46062,NA,"2015"," CA","County Total","06079","San Luis Obispo"
"1760","0000","COUNTY TOTAL",431900,16101,NA,"2016"," CA","County Total","06079","San Luis Obispo"
"1761","0000","COUNTY TOTAL",134456,26552,NA,"2017"," CA","County Total","06079","San Luis Obispo"
"1762","0000","COUNTY TOTAL",204121,18465,NA,"2018"," CA","County Total","06079","San Luis Obispo"
"1763","0000","COUNTY TOTAL",92485,30542,NA,"2019"," CA","County Total","06079","San Luis Obispo"
"1764","0000","COUNTY TOTAL",0,0,NA,"2020"," CA","County Total","06079","San Luis Obispo"
"1765","0000","COUNTY TOTAL",487985,93829,NA,"2021"," CA","County Total","06079","San Luis Obispo"
"1766","0000","COUNTY TOTAL",661339023,208492630,NA,"2013"," CA","County Total","06081","San Mateo"
"1767","0000","COUNTY TOTAL",781291957,132049731,NA,"2014"," CA","County Total","06081","San Mateo"
"1768","0000","COUNTY TOTAL",524213145,195318142,NA,"2015"," CA","County Total","06081","San Mateo"
"1769","0000","COUNTY TOTAL",617213191,161824928,NA,"2016"," CA","County Total","06081","San Mateo"
"1770","0000","COUNTY TOTAL",1064694039,266166534,NA,"2017"," CA","County Total","06081","San Mateo"
"1771","0000","COUNTY TOTAL",2536035123,511123557,NA,"2018"," CA","County Total","06081","San Mateo"
"1772","0000","COUNTY TOTAL",2226641926,941160766,NA,"2019"," CA","County Total","06081","San Mateo"
"1773","0000","COUNTY TOTAL",1906600292,526425304,NA,"2020"," CA","County Total","06081","San Mateo"
"1774","0000","COUNTY TOTAL",2542867339,647584527,NA,"2021"," CA","County Total","06081","San Mateo"
"1775","0000","COUNTY TOTAL",345472179,194173784,NA,"2013"," CA","County Total","06111","Ventura"
"1776","0000","COUNTY TOTAL",517204310,401588439,NA,"2014"," CA","County Total","06111","Ventura"
"1777","0000","COUNTY TOTAL",647222988,501989523,NA,"2015"," CA","County Total","06111","Ventura"
"1778","0000","COUNTY TOTAL",457515787,430478219,NA,"2016"," CA","County Total","06111","Ventura"
"1779","0000","COUNTY TOTAL",318961500,258504348,NA,"2017"," CA","County Total","06111","Ventura"
"1780","0000","COUNTY TOTAL",627391922,382695146,NA,"2018"," CA","County Total","06111","Ventura"
"1781","0000","COUNTY TOTAL",1024834279,647116051,NA,"2019"," CA","County Total","06111","Ventura"
"1782","0000","COUNTY TOTAL",1258049702,910863223,NA,"2020"," CA","County Total","06111","Ventura"
"1783","0000","COUNTY TOTAL",1844885535,1134905070,NA,"2021"," CA","County Total","06111","Ventura"
"1784","0000","COUNTY TOTAL",112821,21935,NA,"2013"," CT","County Total","09001","Fairfield"
"1785","0000","COUNTY TOTAL",0,0,NA,"2014"," CT","County Total","09001","Fairfield"
"1786","0000","COUNTY TOTAL",0,0,NA,"2015"," CT","County Total","09001","Fairfield"
"1787","0000","COUNTY TOTAL",102106,21338,NA,"2016"," CT","County Total","09001","Fairfield"
"1788","0000","COUNTY TOTAL",33462,11846,NA,"2017"," CT","County Total","09001","Fairfield"
"1789","0000","COUNTY TOTAL",500391,37631,NA,"2018"," CT","County Total","09001","Fairfield"
"1790","0000","COUNTY TOTAL",33177,42330,NA,"2019"," CT","County Total","09001","Fairfield"
"1791","0000","COUNTY TOTAL",21276,4785,NA,"2020"," CT","County Total","09001","Fairfield"
"1792","0000","COUNTY TOTAL",0,0,NA,"2021"," CT","County Total","09001","Fairfield"
"1793","0000","COUNTY TOTAL",0,0,NA,"2013"," CT","County Total","09003","Hartford"
"1794","0000","COUNTY TOTAL",65628,29988,NA,"2014"," CT","County Total","09003","Hartford"
"1795","0000","COUNTY TOTAL",0,0,NA,"2015"," CT","County Total","09003","Hartford"
"1796","0000","COUNTY TOTAL",0,0,NA,"2016"," CT","County Total","09003","Hartford"
"1797","0000","COUNTY TOTAL",82882,28181,NA,"2017"," CT","County Total","09003","Hartford"
"1798","0000","COUNTY TOTAL",284759,29277,NA,"2018"," CT","County Total","09003","Hartford"
"1799","0000","COUNTY TOTAL",950816,28276,NA,"2019"," CT","County Total","09003","Hartford"
"1800","0000","COUNTY TOTAL",5037437,209942,NA,"2020"," CT","County Total","09003","Hartford"
"1801","0000","COUNTY TOTAL",6483464,322475,NA,"2021"," CT","County Total","09003","Hartford"
"1802","0000","COUNTY TOTAL",29837,9100,NA,"2013"," CT","County Total","09009","New Haven"
"1803","0000","COUNTY TOTAL",6913490,9234897,NA,"2014"," CT","County Total","09009","New Haven"
"1804","0000","COUNTY TOTAL",13907988,69210108,NA,"2015"," CT","County Total","09009","New Haven"
"1805","0000","COUNTY TOTAL",18536467,16002321,NA,"2016"," CT","County Total","09009","New Haven"
"1806","0000","COUNTY TOTAL",11931491,23205500,NA,"2017"," CT","County Total","09009","New Haven"
"1807","0000","COUNTY TOTAL",8939996,10185512,NA,"2018"," CT","County Total","09009","New Haven"
"1808","0000","COUNTY TOTAL",8613975,62393875,NA,"2019"," CT","County Total","09009","New Haven"
"1809","0000","COUNTY TOTAL",7038977,130078085,NA,"2020"," CT","County Total","09009","New Haven"
"1810","0000","COUNTY TOTAL",50769779,65061773,NA,"2021"," CT","County Total","09009","New Haven"
"1811","0000","COUNTY TOTAL",484963,613433,NA,"2013"," CT","County Total","09011","New London"
"1812","0000","COUNTY TOTAL",5833909,8348676,NA,"2014"," CT","County Total","09011","New London"
"1813","0000","COUNTY TOTAL",4991199,4682537,NA,"2015"," CT","County Total","09011","New London"
"1814","0000","COUNTY TOTAL",1746001,3587292,NA,"2016"," CT","County Total","09011","New London"
"1815","0000","COUNTY TOTAL",4382830,4502531,NA,"2017"," CT","County Total","09011","New London"
"1816","0000","COUNTY TOTAL",13507743,19437799,NA,"2018"," CT","County Total","09011","New London"
"1817","0000","COUNTY TOTAL",1938858,3992827,NA,"2019"," CT","County Total","09011","New London"
"1818","0000","COUNTY TOTAL",0,0,NA,"2020"," CT","County Total","09011","New London"
